contig_id	size	genome_id
OU015342.1	4997841	GCA_907163245.1
OU015343.1	4251	GCA_907163245.1
OU015344.1	2089	GCA_907163245.1
OW704291.1	4783830	GCA_940596495.1
OW704627.1	4775892	GCA_940599845.1
OW706512.1	4790681	GCA_940618755.1
OW706648.1	4789758	GCA_940620125.1
OW707734.1	4790262	GCA_940631035.1
OX442403.1	4790899	GCA_949361515.1
OX442404.1	277357	GCA_949361515.1
OX442405.1	93619	GCA_949361515.1
OX442406.1	5087	GCA_949361515.1
OX442412.1	5014670	GCA_949361545.1
OY754829.1	4990774	GCA_963575755.1
OY754830.1	232110	GCA_963575755.1
OY754831.1	133900	GCA_963575755.1
OY754832.1	6659	GCA_963575755.1
OY754833.1	4066	GCA_963575755.1
OY754839.1	4678847	GCA_963575775.1
OY754840.1	288977	GCA_963575775.1
OZ184404.1	4822303	GCA_964266765.1
OZ184487.1	4898050	GCA_964266785.1
OZ184489.1	4758540	GCA_964266795.1
OZ184485.1	4939306	GCA_964266805.1
OZ184488.1	4754275	GCA_964266815.1
OZ184486.1	4837818	GCA_964266835.1
OZ184490.1	4866498	GCA_964266875.1
OZ184491.1	4759686	GCA_964266895.1
OZ184492.1	4831246	GCA_964266925.1
OZ184497.1	4805512	GCA_964267015.1
OZ184495.1	4760441	GCA_964267025.1
OZ184494.1	4937135	GCA_964267065.1
OZ184493.1	4816434	GCA_964267095.1
OZ184496.1	4867110	GCA_964267105.1
OZ184498.1	4833841	GCA_964267125.1
OZ184499.1	4856160	GCA_964267155.1
OZ261657.1	4939870	GCA_965318305.1
OZ261658.1	176501	GCA_965318305.1
OZ261659.1	87450	GCA_965318305.1
OZ261660.1	5251	GCA_965318305.1
OZ261661.1	3608	GCA_965318305.1
OZ261662.1	2301	GCA_965318305.1
OZ261663.1	1780	GCA_965318305.1
OZ261664.1	4972906	GCA_965318675.1
OZ261665.1	257870	GCA_965318675.1
OZ261666.1	108635	GCA_965318675.1
